,Message,Racism,Sexism
7353,the jews initially all lived in muslim lands . the vast majority now live in christian lands .,1,0
7361,go read about the history of algebra . the few small contributions from mus came from conquered ppl,1,0
7363,as long as we make feel good lectures and demonstrations about freedom of speech we are avoiding the real problem - the violence of islam .,1,0
7365,the filthy palestinians have attacked and murdered jewish children in their schools in the past . so fuck palestinians .,1,0
7368,"wrong , isis follows the example of mohammed and the quran exactly .",1,0
7376,it is all hot air . mohammed clearly burned people as shown by the hadith i gave you .,1,0
7382,"but isis never attacked muslims like they did ezidis , killing them as "" non believers """,1,0
7390,the real piss drinkers are the muslims . here is the proof . http://t.co/ed031qptr9,1,0
7396,salahuddin was a general who fought for islamic slavery . what does that have to do with kurds fighting for freedom today ?,1,0
7397,the intellect of a muslim cretin who thinks allah made all mankind so one part could make war on another .,1,0
7404,but sharia is very sexist and 2/3 of muslims want it .,1,0
7409,"women should have the same sexual rights as me , but islam says they clearly do not .",1,0
7428,rt : islamic states reveals it is air force ! lol daesh bags isis isil http://t.co/jagbl5xzeh,1,0
7459,"mo expelled two jewish tribes from medina and stole their property . the third tribe he beheaded all the men , enslaved the rest",1,0
7470,and this proved to be true.when there was no one left to steal from in the saudi area they became broken down criminal places,1,0
7477,who cares if it has been revised a million times . what does that have to do with the barbarity of islam ?,1,0
7488,"yeah , let the barbarians have it and hope they come for us last .",1,0
7507,in every christian nation you can say what you want about christians & jesus . muslims kill for blasphemy .,1,0
7510,rt : http://t.co/scpkhxretp breaking news : 25 muslim men charged with sexual offences against two children in calderdal #ha …,1,0
7513,factual evidence ? there were never more than 5 million native american indians on the north american continent .,1,0
7537,who manufactures all the rockets that the palestinians fire at israel ? and who manufactures the terrorists kalishnikovs ?,1,0
7542,"really , muslims understand this . they just want to be able to use the name "" racism "" to shut us up .",1,0
7547,nazis were not christians . mohammed led 17 major military expeditions . jesus led zero .,1,0
7548,so what is to blame for the more than 100 islamist terrorists organizations ? the book of mormon ?,1,0
7573,"i do not "" follow "" any god . but if one were to imagine satan inventing a religion , it would be like islam .",1,0
7582,already proven that islam abuses women & i showed statistics to back it up . i'm bored with repetition .,1,0
7590,"why do saudis , pakistanis , isis and taliban brutalize their women ? because islam tells them to . http://t.co/vgumm46y9l",1,0
7593,next door in pakistan the muslims still murder christians and hindus regularly,1,0
7598,the majority of muslims have already shown themselves to be radical in polls . http://t.co/voey1fspr1,1,0
7620,a criminal to isis is anyone that does not agree with their barbaric and inhuman religion .,1,0
7625,oh good . that get is them out from behind the civilians so that the peshmerga can kill them .,1,0
7626,the first slaughterers were the muslims . they invaded the christian world 400 years before the crusades .,1,0
7640,"rt : the koran preaches murder , rape , paedophillia , slavery . it is a war manual ...",1,0
7670,"rt : bigotry towards non - muslim populations , along with religious cleansing , is as old as islam itself .",1,0
7671,"yeap , there is only so much bandwidths for self genocidal jews , and it is blumenthal is turn to be the center of attention .",1,0
7676,could that be because islam declared war on humanity 1400 years ago ? http://t.co/xzjozuqnzx,1,0
7677,and some idiots want to support the muslims that are trying to exterminate israel .,1,0
7691,your terminology is as meaningless as the assumptions you make from them . palestinians have no country and never have had one,1,0
7694,the fact that there were two layers of evil to be dealt with in iraq does not mean they should both be left alone .,1,0
7697,rt : isis is the distraction while muslims invade europe while europe is asleep at …,1,0
7715,the idiots do not understand that the prophet of islam declared war on all humanity 1400 years ago . http://t.co/fhelksy54r,1,0
7717,islam declared war on all mankind 1400 years ago . now we return the favor . http://t.co/av4b4ycqzy,1,0
7723,"actually , it is islam that has to be destroyed for it is crimes against humanity .",1,0
7727,"what race is islam , nut case ?",1,0
7735,it is utterly stupid to tolerate the intolerance of islam .,1,0
7749,"i would not be too concerned about that , because outside the canon of islam , there is no historical evidence of mohammed .",1,0
7752,daesh murdered three thousand unarmed ezidi civilians in cold blood and enslaved their women . you want sympathy idiot ?,1,0
7753,"hamas does , however , throw their political opponents off roof tops .",1,0
7773,"good , someone in the me has finally stood up to the muslim terrorists and their population imperialism .",1,0
7778,"yes , might , power , and imperialism is what it is all about . there is zero spirituality in it . soon the world will understand .",1,0
7789,a shit sucking muslim bigot like you would not recognize history if it crawled up your cunt.you think photoshop is a truth machin,1,0
7794,"so , if i say that you must be a murdering fascist because you follow that book , am i right ?",1,0
7800,palestinians train the children to hate israelis and then us their confrontations for propaganda,1,0
7802,i do not think so . but we do need to outlaw islam .,1,0
7819,my suggestion would be that the kuffar bomb the kabba .,1,0
7843,and muslims are murdering raping and forcefully converting christians in egypt and have been for centuries .,1,0
7849,we are in an era where everyone has come to understand what the real #islam is all about . http://t.co/evetqqchxz,1,0
7864,"yeap , leave it to a muslim to consider stoning women to death as funny .",1,0
7876,the violence is always initiated by the muslims . mohammed started it . proof . http://t.co/lyyeggfac7,1,0
7881,"your religion teaches you to shut up , obey your husband , stay in your house , cover in a tent and calls you stupid .",1,0
7883,"karen armstrong is a liar that tries to whitewash the inherent violence , hatred and bigotry of islam and its prophet .",1,0
7893,"i guess if you call murder , rape , slavery , hatred , bigotry and sexism beautiful , then it is beautiful .",1,0
7894,"yes , he is vile because he is against a religion that has produced more than 100 terroris groups . http://t.co/38v2e6yjcx",1,0
7902,you are lying . what does isis do that the prophet mohammed did not do ? there are over 100 islamic terrorist groups . #islam,1,0
7909,it does not count for the vile people practicing vile islam . http://t.co/5unzkcyp3i,1,0
7942,islam killed it .,1,0
7964,that is because islam is stuck in the seventh century .,1,0
7965,good . anything is better than having islamofascists in power .,1,0
7968,come and get your jizya scumbag . i have it waiting in . 40 cal copper and lead .,1,0
7973,max looks at the genocide of 7000 ezidis and countless christians by his muslims friends and writes not a word . #islam,1,0
